ID,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min,Timestamp
Marco Etcheverry,DC,M,29,29,19,5,11,8,0.66,1998
Mauricio Cienfuegos,LA,M,30,30,16,4,5,11,0.55,1998
Joe-Max Moore,NE,F,21,21,15,3,7,8,0.72,1998
Eduardo Hurtado,LA,F,29,28,15,5,11,4,0.53,1998
Jerzy Podbrozny,CHI,F,26,25,14,4,13,1,0.64,1998
Martin Machon,LA,M,31,29,14,3,9,5,0.49,1998
Cobi Jones,LA,M,24,24,13,4,6,7,0.55,1998
Preki,KC,M,25,24,13,3,8,5,0.54,1998
Adrian Paz,COL,M,28,28,13,2,7,6,0.51,1998
Andy Williams,CLB,M,13,11,12,3,6,6,1.11,1998
Carlos Hermosillo,LA,F,18,18,12,3,6,6,0.71,1998
Carlos Valderrama,MIA,M,18,18,12,4,10,2,0.7,1998
Peter Nowak,CHI,M,24,24,12,4,7,5,0.56,1998
Paul Dougherty,MET,F,29,23,12,4,7,5,0.54,1998
Ronald Cerritos,SJ,F,31,30,12,2,5,7,0.4,1998
Welton,LA,F,31,29,11,2,5,6,0.41,1998
Alan Prampin,TB,F,31,28,11,3,5,6,0.4,1998
Jaime Moreno,DC,F,31,31,11,2,4,7,0.38,1998
Clint Mathis,LA,M,30,15,10,0,5,5,0.58,1998
Robert Warzycha,CLB,M,25,19,10,4,7,3,0.51,1998
Jason Farrell,CLB,F,28,24,10,1,9,1,0.45,1998
Chris Armas,CHI,M,31,31,10,3,4,6,0.32,1998
Chris Henderson,COL,M,28,22,9,1,4,5,0.42,1998
Mauricio Ramos,TB,M,22,21,9,2,5,4,0.42,1998
Diego Serna,MIA,F,26,23,9,1,7,2,0.41,1998
Roman Kosecki,CHI,F,25,25,9,0,7,2,0.41,1998
Ante Razov,CHI,F,30,24,9,3,5,4,0.39,1998
Ezra Hendrickson,LA,D,27,22,8,5,6,2,0.37,1998
Mike Burns,NE,M,23,23,8,4,4,4,0.36,1998
Ben Olsen,DC,M,31,24,8,1,3,5,0.34,1998
Billy Thompson,CLB,M,29,24,8,2,5,3,0.33,1998
Ansil Elcock,CLB,D,28,27,8,2,7,1,0.3,1998
Steve Ralston,TB,M,30,29,8,2,2,6,0.29,1998
Mark Chung,KC,M,30,29,8,1,7,1,0.28,1998
Jason Kreis,DAL,M,30,30,8,2,5,3,0.28,1998
Paul Bravo,COL,M,30,30,8,2,4,4,0.28,1998
Roy Lassiter,DC,F,31,29,8,1,4,4,0.27,1998
Lubos Kubik,CHI,D,31,31,8,1,5,3,0.26,1998
Raul Diaz Arce,NE,F,32,32,8,2,4,4,0.25,1998
Brian Maisonneuve,CLB,M,13,12,7,0,3,4,0.7,1998
Oscar Pareja,DAL,M,19,17,7,3,3,4,0.42,1998
Jorge Salcedo,CHI,M,26,21,7,1,3,4,0.33,1998
Martin Vasquez,SJ,M,28,24,7,1,2,5,0.3,1998
Brian McBride,CLB,F,24,24,7,1,5,2,0.3,1998
Giovanni Savarese,MET,F,30,25,7,2,6,1,0.29,1998
Chris Martinez,COL,D,28,28,7,1,4,3,0.27,1998
Edwin Gorter,NE,M,28,27,7,0,2,5,0.26,1998
Diego Sonora,MET,M-D,30,30,7,1,6,1,0.24,1998
Marcelo Vega,MET,M,17,13,6,2,4,2,0.51,1998
Paulinho McLaren,MIA,F,16,15,6,1,4,2,0.46,1998
Tony Sanneh,DC,D,17,17,6,2,4,2,0.4,1998
Waldir,COL,F,23,17,6,2,5,1,0.39,1998
Paul Wright,KC,F,30,25,6,4,3,3,0.26,1998
Mike Sorber,MET,M,28,24,6,1,5,1,0.25,1998
Leonel Alvarez,DAL,M,27,27,6,2,3,3,0.23,1998
Victor Mella,SJ,M,31,25,6,1,5,1,0.23,1998
Ross Paule,COL,M,30,29,6,2,1,5,0.22,1998
John Harkes,DC,M,29,29,6,1,5,1,0.21,1998
Francisco Uribe,SJ,F,12,8,5,2,2,3,0.61,1998
Paul Young,TB,F,14,8,5,0,4,1,0.59,1998
Dominic Kinnear,TB,M,24,8,5,3,1,4,0.52,1998
Kris Kelderman,MIA,M,21,14,5,2,4,1,0.38,1998
Eric Wynalda,SJ,F,16,16,5,0,2,3,0.32,1998
Tab Ramos,MET,M,17,16,5,0,4,1,0.31,1998
Dante Washington,DAL,F,28,21,5,1,2,3,0.24,1998
Chris Houser,TB,D,24,22,5,1,3,2,0.22,1998
Jim Rooney,MET,M,28,23,5,0,4,1,0.22,1998
Braeden Cloutier,SJ,M,30,25,5,0,1,4,0.22,1998
Stern John,CLB,F,27,25,5,1,4,1,0.21,1998
Marcelo Balboa,COL,D,26,25,5,1,4,1,0.2,1998
Ryan Tinsley,KC,D,30,26,5,0,3,2,0.2,1998
Peter Vermes,COL,D,31,31,5,1,3,2,0.17,1998
Wellington Sanchez,LA,M,13,9,4,1,1,3,0.52,1998
Nelson Vargas,MIA,M,18,7,4,2,4,0,0.5,1998
Joe Franchino,LA,M,16,7,4,0,0,4,0.49,1998
Temoc Suarez,DAL,M,20,10,4,0,2,2,0.43,1998
Paul Keegan,NE,F,20,7,4,1,1,3,0.4,1998
Wolde Harris,COL,F,27,10,4,1,2,2,0.32,1998
Tahj Jakins,COL,D,22,13,4,1,2,2,0.31,1998
Marcelo Herrera,MIA,M-F,17,17,4,1,3,1,0.25,1998
Frank Klopas,CHI,F,27,17,4,1,1,3,0.24,1998
Pablo Mastroeni,MIA,M,23,19,4,2,2,2,0.22,1998
Mark Santel,DAL,M,21,20,4,1,3,1,0.22,1998
Brian Kamler,DC,M,22,20,4,1,3,1,0.21,1998
Jeff Agoos,DC,D,21,20,4,1,3,1,0.2,1998
David Vaudreuil,COL,D,27,25,4,2,3,1,0.17,1998
Imad Baba,NE,M,30,29,4,1,1,3,0.14,1998
Richie Williams,DC,M,31,30,4,0,1,3,0.13,1998
Leo Cullen,MIA,M,31,30,4,0,2,2,0.13,1998
Eddie Lewis,SJ,M,32,32,4,0,3,1,0.13,1998
Brian Sebapole,SJ,F,12,0,3,1,1,2,1.13,1998
Guillermo Jara,LA,M,16,4,3,1,3,0,0.47,1998
Marcelo Carrera,CLB,F,16,5,3,2,2,1,0.45,1998
Marquinho,COL,M,11,5,3,1,3,0,0.45,1998
Jason Boyce,COL,F,15,6,3,1,2,1,0.45,1998
Josh Wolff,CHI,F,14,4,3,1,2,1,0.41,1998
Scott Cannon,CLB,D,15,9,3,1,2,1,0.36,1998
Diego Gutierrez,CHI,D,13,8,3,1,2,1,0.33,1998
Shawn Medved,SJ,M,19,12,3,0,1,2,0.25,1998
Jeff Baicher,SJ,M,20,15,3,2,2,1,0.25,1998
Johnny Torres,NE,F,20,16,3,0,1,2,0.23,1998
Dan Stebbins,MIA,F,24,11,3,0,2,1,0.21,1998
Roy Wegerle,DC,F,17,15,3,0,3,0,0.21,1998
Mickey Trotman,DAL,F,23,15,3,1,0,3,0.21,1998
Vitalis Takawira,KC,F,29,21,3,1,2,1,0.15,1998
Henry Gutierrez,MIA,M,26,20,3,1,1,2,0.15,1998
Scott Vermillion,KC,D,22,22,3,1,1,2,0.14,1998
Ted Chronopoulos,NE,D,23,23,3,0,2,1,0.14,1998
Ritchie Kotschau,CHI,D,24,23,3,0,3,0,0.14,1998
Paul Rideout,KC,F,27,23,3,0,3,0,0.13,1998
Brian Kelly,MET,M,29,26,3,0,3,0,0.13,1998
Jesse Marsch,CHI,M,29,25,3,1,1,2,0.12,1998
Francis Okaroh,CHI,D,26,26,3,0,1,2,0.12,1998
Greg Vanney,LA,D,31,27,3,2,2,1,0.12,1998
Mike Duhaney,MET,D,30,26,3,0,1,2,0.11,1998
Goran Hunjak,KC,M,12,2,2,0,1,1,0.69,1998
Billy Walsh,MET,M,8,3,2,0,1,1,0.53,1998
Alain Sutter,DAL,M,4,4,2,0,1,1,0.53,1998
Andrew Gregor,CLB,M,10,3,2,0,2,0,0.5,1998
Brian West,CLB,M-F,13,4,2,1,2,0,0.38,1998
Miles Joseph,MET,M,15,3,2,1,1,1,0.38,1998
Kerry Zavagnin,MET,M,18,7,2,1,1,1,0.24,1998
Musa Shannon,TB,M-F,18,8,2,1,1,1,0.22,1998
Gilmar,TB,M-F,12,11,2,2,1,1,0.2,1998
Damian,DAL,F,15,13,2,1,0,2,0.19,1998
Manny Motajo,NE,D,15,12,2,0,1,1,0.18,1998
Carlos Parra,MET,M,18,16,2,1,2,0,0.13,1998
Geoff Aunger,DC,D,22,15,2,0,0,2,0.13,1998
Rob Smith,CLB,M,24,15,2,1,1,1,0.12,1998
Joey DiGiamarino,COL,M,23,16,2,0,1,1,0.12,1998
Refik Sabanadzovic,KC,M,21,19,2,2,1,1,0.11,1998
Scott Uderitz,KC,D,22,18,2,1,2,0,0.11,1998
Carey Talley,DC,D,29,19,2,0,1,1,0.1,1998
Ricardo Iribarren,CLB,D,24,22,2,0,1,1,0.1,1998
Wade Barrett,SJ,D,26,22,2,0,1,1,0.09,1998
Todd Yeagley,CLB,M,27,22,2,0,1,1,0.09,1998
Uche Okafor,KC,D,22,22,2,0,1,1,0.09,1998
Thomas Dooley,CLB,D,23,23,2,1,2,0,0.09,1998
Danny Pena,LA,D,25,25,2,0,0,2,0.09,1998
Maurice Johnston,KC,M-F,26,23,2,0,1,1,0.09,1998
Steve Jolley,LA,D,28,23,2,1,1,1,0.09,1998
Richard Farrer,DAL,D,28,24,2,1,0,2,0.08,1998
Matt Kmosko,MIA,D,27,25,2,0,1,1,0.08,1998
Ted Eck,DAL,M-F,31,28,2,1,0,2,0.08,1998
John Doyle,SJ,D,28,27,2,1,0,2,0.07,1998
Richard Goulooze,NE,D,29,29,2,0,1,1,0.07,1998
Jorge Rodriguez,DAL,M-D,30,28,2,0,2,0,0.07,1998
Mike Clark,CLB,D,30,30,2,1,2,0,0.07,1998
Jamar Beasley,NE,M,3,0,1,0,1,0,1.84,1998
Brian Loftin,TB,F,8,2,1,0,0,1,0.41,1998
Jimmy Glenn,CLB,F,5,3,1,0,1,0,0.37,1998
Mike Slivinski,DC,M,16,1,1,1,0,1,0.35,1998
Brian Taylor,MIA,M,6,3,1,0,0,1,0.31,1998
Ramiro Corrales,MET,M,4,3,1,0,1,0,0.3,1998
Clint Peay,DC,D,6,5,1,1,1,0,0.23,1998
Daniel Hernandez,LA,M,17,3,1,0,0,1,0.2,1998
Marquis White,COL,F,20,3,1,0,0,1,0.18,1998
Carlos Rocha,NE,F,16,4,1,0,1,0,0.17,1998
Rhett Harty,MET,D,7,6,1,0,0,1,0.17,1998
Troy Dayak,SJ,D,11,7,1,0,0,1,0.15,1998
Andrew Lewis,CHI,M,13,6,1,0,0,1,0.14,1998
Jair,NE,M,11,8,1,0,1,0,0.14,1998
Lawrence Lozzano,LA,M,13,7,1,0,1,0,0.13,1998
Evans Wise,NE,M,17,6,1,0,0,1,0.12,1998
Oscar Draguicevich,SJ,D,13,7,1,1,0,1,0.12,1998
Zak Ibsen,CHI,M,27,5,1,1,1,0,0.1,1998
Jeff Cunningham,CLB,F,25,8,1,1,1,0,0.08,1998
Gerell Elliott,DAL,F,17,11,1,0,1,0,0.08,1998
Chad Deering,DAL,M,14,13,1,0,1,0,0.08,1998
Paul Caligiuri,LA,D,18,14,1,1,0,1,0.07,1998
Brian Haynes,DAL,M,31,11,1,0,0,1,0.06,1998
John Maessner,MIA,M-D,27,15,1,0,1,0,0.06,1998
Sam George,TB,M,21,20,1,0,0,1,0.06,1998
Richard Gough,SJ,D,19,19,1,1,1,0,0.06,1998
Frankie Hejduk,TB,D,18,18,1,0,0,1,0.06,1998
Arley Palacios,MET,D,24,23,1,0,1,0,0.05,1998
Mike Petke,MET,D,27,25,1,0,1,0,0.04,1998
Ivan McKinley,NE,D-M,28,28,1,0,1,0,0.04,1998
Jan Eriksson,TB,D,29,28,1,1,1,0,0.04,1998
Wade Webber,MIA,D,28,28,1,0,1,0,0.04,1998
Sean Bowers,KC,D,29,29,1,0,0,1,0.04,1998
Steve Trittschuh,COL,D,30,30,1,1,0,1,0.03,1998
Frank Yallop,TB,D,32,29,1,0,1,0,0.03,1998
Steve Bell,TB,F-M,0,0,0,0,0,0,0,1998
Kevin Coye,NE,D,0,0,0,0,0,0,0,1998
Chuck Codd,CHI,D,0,0,0,0,0,0,0,1998
Joe Carver,CHI,F,0,0,0,0,0,0,0,1998
Eric Chaisongkram,LA,M,0,0,0,0,0,0,0,1998
Craig Yacks,CLB,M,0,0,0,0,0,0,0,1998
Zion Renfrum,DAL,D,0,0,0,0,0,0,0,1998
Andrew Restrepo,DAL,D,0,0,0,0,0,0,0,1998
Travis Roy,MET,M,0,0,0,0,0,0,0,1998
Nick Theslof,CLB,M,0,0,0,0,0,0,0,1998
Marco Ferruzzi,LA,M,0,0,0,0,0,0,0,1998
Edgar Hernandez,DAL,F,0,0,0,0,0,0,0,1998
John Jones,TB,M,0,0,0,0,0,0,0,1998
Rob Jachym,NE,F,0,0,0,0,0,0,0,1998
Ben Parry,SJ,D,0,0,0,0,0,0,0,1998
Andre Nunley,COL,D,1,0,0,0,0,0,0,1998
Darren Sawatzky,DAL,F,1,0,0,0,0,0,0,1998
Lyle Yorks,DC,M,1,0,0,0,0,0,0,1998
Michael Richardson,CHI,D,1,0,0,0,0,0,0,1998
David Quesada,LA,F,1,0,0,0,0,0,0,1998
Manny Lagos,CHI,M,1,0,0,0,0,0,0,1998
Joe Munoz,MET,F,1,0,0,0,0,0,0,1998
Chris Brown,DAL,D,1,0,0,0,0,0,0,1998
Carlos Ledesma,MET,F,1,0,0,0,0,0,0,1998
Jose Botello,LA,F,2,0,0,0,0,0,0,1998
Tom McLaughlin,NE,F,1,0,0,0,0,0,0,1998
Barry Swift,MET,F,2,0,0,0,0,0,0,1998
Nino Da Silva,KC,F,1,0,0,0,0,0,0,1998
Danny Care,DC,D,1,1,0,0,0,0,0,1998
Juan Sastoque,DAL,F,3,0,0,0,0,0,0,1998
Esmundo Rodriguez,SJ,M,3,0,0,0,0,0,0,1998
Alen Kozic,MIA,M,2,1,0,0,0,0,0,1998
Alberto Montoya,SJ,M,1,1,0,0,0,0,0,1998
R.T. Moore,TB,D,2,0,0,0,0,0,0,1998
Curt Onalfo,DC,D,3,0,0,0,0,0,0,1998
Judah Cooks,DC,M,1,1,0,0,0,0,0,1998
Brian Bliss,KC,D,3,1,0,0,0,0,0,1998
Jesse Van Saun,NE,F,5,0,0,0,0,0,0,1998
Jake Dancy,KC,M,2,2,0,0,0,0,0,1998
Tony Kuhn,CHI,F,5,1,0,0,0,0,0,1998
Brian Johnson,KC,M,6,1,0,0,0,0,0,1998
Eric Quill,TB,F,4,0,0,0,0,0,0,1998
Cristian da Silva,MET,D,3,3,0,0,0,0,0,1998
Jacek Ziober,TB,F,3,3,0,0,0,0,0,1998
John DeBrito,KC,D,9,3,0,0,0,0,0,1998
Pete Marino,KC,F,11,1,0,0,0,0,0,1998
Brian Bates,CHI,M,6,4,0,0,0,0,0,1998
Jose Vasquez,LA,D,8,2,0,0,0,0,0,1998
Ubusuku Abukusumo,CLB,D,7,3,0,0,0,0,0,1998
Roger Thomas,MIA,M,5,4,0,0,0,0,0,1998
Tyrone Marshall,COL,D,9,3,0,0,0,0,0,1998
Jeff Zaun,MET,D,4,4,0,0,0,0,0,1998
Joey Martinez,MIA,D,6,6,0,0,0,0,0,1998
A.J. Wood,DC,F,19,3,0,0,0,0,0,1998
Dahir Mohammed,NE,D,7,4,0,0,0,0,0,1998
Jerry Tamashiro,MIA,F,12,5,0,0,0,0,0,1998
Harut Karapetyan,LA,F,20,4,0,0,0,0,0,1998
Chad McCarty,TB,D,6,6,0,0,0,0,0,1998
Matt Knowles,MET,D,7,7,0,0,0,0,0,1998
Mike Lapper,CLB,D,7,7,0,0,0,0,0,1998
Dan Calichman,LA,D,8,8,0,0,0,0,0,1998
Adam Frye,TB,D,10,8,0,0,0,0,0,1998
Janusz Michallik,NE,M,12,9,0,0,0,0,0,1998
Jorge Flores,DAL,M,14,8,0,0,0,0,0,1998
Chris Klein,KC,M,17,8,0,0,0,0,0,1998
Josh Keller,CHI,M,15,11,0,0,0,0,0,1998
Mark Semioli,MET,D,10,10,0,0,0,0,0,1998
Mario Gori,DC,D,17,9,0,0,0,0,0,1998
Jason Bent,COL,M,12,9,0,0,0,0,0,1998
Vicente Figueroa,SJ,D,20,10,0,0,0,0,0,1998
Tim Weaver,SJ,D,12,12,0,0,0,0,0,1998
Cle Kooiman,MIA,D,14,14,0,0,0,0,0,1998
Sean Henderson,COL,M,21,15,0,0,0,0,0,1998
David Nakhid,NE,M,18,14,0,0,0,0,0,1998
Eric Dade,DAL,D,20,15,0,0,0,0,0,1998
Brian Dunseth,NE,D,18,15,0,0,0,0,0,1998
Carlos Llamosa,DC,D,18,18,0,0,0,0,0,1998
Tom Soehn,CHI,D,20,17,0,0,0,0,0,1998
Eddie Pope,DC,D,20,20,0,0,0,0,0,1998
Tim Martin,SJ,D,23,21,0,0,0,0,0,1998
Matt McKeon,KC,D,22,21,0,0,0,0,0,1998
Alexi Lalas,MET,D,25,25,0,0,0,0,0,1998
Brandon Pollard,DAL,D,29,26,0,0,0,0,0,1998
Robin Fraser,LA,D,29,29,0,0,0,0,0,1998
C.J. Brown,CHI,D,28,28,0,0,0,0,0,1998
Steve Ralston,TB,M,32,32,18,3,9,9,0.56,1999
Marco Etcheverry,DC,M,22,22,17,4,6,11,0.81,1999
Mauricio Cienfuegos,LA,M,30,29,17,8,5,12,0.58,1999
Carlos Valderrama,MIA,M,31,31,15,4,7,8,0.49,1999
Jason Kreis,DAL,M,32,32,15,7,9,6,0.48,1999
Henry Gutierrez,MIA,M,30,28,14,3,9,5,0.52,1999
Eddie Lewis,SJ,M,29,29,14,5,10,4,0.49,1999
Jaime Moreno,DC,F,25,25,13,5,9,4,0.55,1999
Robert Warzycha,CLB,M,28,23,12,2,7,5,0.52,1999
Ben Olsen,DC,M,28,26,11,2,6,5,0.43,1999
Preki,KC,M,30,28,11,2,8,3,0.38,1999
Roy Lassiter,DC,F,30,29,11,5,7,4,0.38,1999
Roman Kosecki,CHI,F,25,23,10,4,8,2,0.49,1999
Brian McBride,CLB,F,25,25,10,3,4,6,0.41,1999
Ross Paule,COL,M,26,26,9,5,4,5,0.36,1999
Mauricio Ramos,TB,M,30,28,9,2,5,4,0.36,1999
Jeff Baicher,NE,M,30,30,9,2,4,5,0.34,1999
Ronald Cerritos,SJ,F,31,30,9,3,5,4,0.3,1999
John Harkes,NE,M,22,21,8,0,2,6,0.38,1999
Wolde Harris,COL,F,29,24,8,3,5,3,0.34,1999
Jerzy Podbrozny,CHI,F,29,28,8,3,3,5,0.31,1999
Lubos Kubik,CHI,D,27,27,8,1,3,5,0.3,1999
Peter Nowak,CHI,M,28,28,8,2,4,4,0.29,1999
Cobi Jones,LA,M,28,28,8,2,4,4,0.29,1999
Brian Maisonneuve,CLB,M,29,28,8,1,6,2,0.29,1999
Joe-Max Moore,NE,F,29,29,8,0,4,4,0.28,1999
Wade Barrett,SJ,D,31,31,8,1,7,1,0.26,1999
Chad Deering,DAL,M,25,22,7,0,3,4,0.33,1999
Roy Myers,LA,M-F,26,23,7,3,4,3,0.32,1999
Mark Chung,MET,M,26,22,7,2,3,4,0.32,1999
Ante Razov,CHI,F,30,24,7,3,2,5,0.3,1999
Dominic Kinnear,TB,M,28,27,7,2,3,4,0.29,1999
Welton,LA,F,29,27,7,1,4,3,0.27,1999
Leonel Alvarez,DAL,M,29,28,7,3,4,3,0.26,1999
Raul Diaz Arce,SJ,F,31,29,7,2,2,5,0.24,1999
Greg Vanney,LA,D,31,31,7,3,6,1,0.23,1999
Nelson Vargas,MIA,M,22,14,6,2,3,3,0.46,1999
Anders Limpar,COL,M,18,16,6,2,4,2,0.4,1999
A.J. Wood,DC,F,24,13,6,0,4,2,0.39,1999
Petter Villegas,MET,M,30,10,6,1,4,2,0.38,1999
Mark Santel,DAL,M,26,22,6,2,3,3,0.3,1999
Clint Mathis,LA,M,27,20,6,2,2,4,0.29,1999
Oscar Pareja,DAL,M,27,25,6,2,2,4,0.28,1999
Richie Williams,DC,M,23,23,6,3,4,2,0.27,1999
Jorge Dely Valdes,COL,F,32,27,6,1,3,3,0.22,1999
Chris Henderson,KC,M,30,29,6,2,4,2,0.21,1999
Manny Lagos,CHI,M,19,9,5,1,2,3,0.52,1999
Paul Dougherty,CHI,F,19,11,5,2,4,1,0.42,1999
Jeff Cunningham,CLB,F,28,15,5,2,5,0,0.29,1999
Brian Johnson,KC,M,26,19,5,0,5,0,0.27,1999
Simon Elliott,LA,M,23,18,5,1,1,4,0.27,1999
Musa Shannon,TB,M-F,27,21,5,1,1,4,0.25,1999
Chris Armas,CHI,M,22,22,5,2,3,2,0.23,1999
Paul Bravo,COL,M,25,23,5,2,1,4,0.23,1999
Geoff Aunger,DC,D,26,24,5,1,1,4,0.21,1999
Diego Gutierrez,CHI,D,28,25,5,1,4,1,0.21,1999
Chris Klein,KC,M,30,24,5,0,4,1,0.2,1999
Diego Sonora,DC,M-D,27,27,5,0,2,3,0.2,1999
Tyrone Marshall,MIA,D,28,25,5,2,3,2,0.2,1999
Danny Pena,LA,D,27,27,5,1,2,3,0.2,1999
Ted Chronopoulos,NE,D,31,31,5,0,2,3,0.17,1999
Dante Washington,DAL,F,21,10,4,1,3,1,0.36,1999
Brian West,CLB,M-F,22,13,4,0,4,0,0.34,1999
Braeden Cloutier,SJ,M,26,18,4,2,3,1,0.23,1999
Alex Bunbury,KC,F,19,17,4,1,3,1,0.23,1999
Carey Talley,DC,D,29,16,4,0,2,2,0.22,1999
Brian Kelly,MET,M,28,21,4,1,2,2,0.2,1999
Brian Kamler,DC,M,28,23,4,1,3,1,0.17,1999
John Doyle,SJ,D,27,25,4,1,2,2,0.17,1999
Ivan McKinley,NE,D-M,29,29,4,3,3,1,0.15,1999
Mike Burns,NE,M,28,28,4,2,2,2,0.14,1999
Maurice Johnston,KC,M-F,29,29,4,0,2,2,0.14,1999
Mike Lapper,CLB,D,31,30,4,1,2,2,0.13,1999
Tab Ramos,MET,M,5,4,3,0,0,3,0.78,1999
Maurizio Rocha,MIA,M,11,5,3,0,0,3,0.49,1999
Scott Bower,SJ,M,17,6,3,1,1,2,0.42,1999
Matt Kmosko,CLB,D,14,9,3,1,2,1,0.34,1999
Miles Joseph,MET,M,20,13,3,1,2,1,0.23,1999
Henry Zambrano,MET,F,14,14,3,0,2,1,0.23,1999
Andy Williams,CLB,M,21,11,3,2,0,3,0.22,1999
Johnny Torres,NE,F,27,10,3,1,2,1,0.22,1999
Carlos Hermosillo,LA,F,16,16,3,3,1,2,0.21,1999
Joe Franchino,LA,M,25,16,3,0,2,1,0.21,1999
John Maessner,DC,M-D,24,21,3,1,2,1,0.17,1999
Scott Vermillion,KC,D,24,22,3,2,2,1,0.17,1999
Chris Brown,KC,M-F,28,19,3,1,0,3,0.16,1999
Ezra Hendrickson,LA,D,26,19,3,0,2,1,0.16,1999
Jason Farrell,CLB,F,28,20,3,0,2,1,0.16,1999
Alejandro Sequeira,SJ,F,25,22,3,1,1,2,0.15,1999
Ansil Elcock,CLB,D,28,20,3,0,1,2,0.14,1999
Pablo Mastroeni,MIA,M,23,23,3,0,2,1,0.13,1999
Ted Eck,DAL,M-F,31,25,3,3,3,0,0.12,1999
Richard Mulrooney,SJ,M,32,25,3,0,2,1,0.12,1999
Eduardo Hurtado,MET,F,28,26,3,1,2,1,0.11,1999
Jorge Rodriguez,DAL,M-D,30,28,3,1,2,1,0.11,1999
Mike Clark,CLB,D,30,30,3,1,2,1,0.11,1999
Tim Sahaydak,MIA,D,9,4,2,0,1,1,0.65,1999
Roberto Gaucho,MIA,F,5,4,2,0,1,1,0.61,1999
Mickey Trotman,DAL,F,7,6,2,0,2,0,0.37,1999
Sasa Curcic,MET,F,9,7,2,0,1,1,0.37,1999
Brian Haynes,DAL,M,18,3,2,1,1,1,0.34,1999
Paul Broome,DAL,M,13,5,2,1,2,0,0.29,1999
Vitalis Takawira,KC,F,18,6,2,0,2,0,0.28,1999
Antonio Otero,DC,M,12,8,2,1,1,1,0.25,1999
John Jairo Trellez,DAL,F,17,9,2,1,1,1,0.23,1999
Jim Rooney,MET,M,13,9,2,1,1,1,0.21,1999
Kevin Anderson,COL,M-D,17,11,2,2,0,2,0.2,1999
Nansha Kalonji,MET,D,19,9,2,0,1,1,0.19,1999
Kris Kelderman,NE,M,18,11,2,0,0,2,0.18,1999
Jason Moore,DC,M,16,12,2,1,0,2,0.18,1999
Sergi Daniv,DAL,M,13,12,2,0,1,1,0.18,1999
Ritchie Kotschau,CHI,D,15,11,2,0,1,1,0.17,1999
Dario Brose,SJ,M,27,12,2,1,1,1,0.14,1999
Jair,NE,M,21,17,2,0,2,0,0.14,1999
Jason Bent,COL,M,18,16,2,2,1,1,0.12,1999
Josh Wolff,CHI,F,28,17,2,1,1,1,0.1,1999
Diego Serna,MIA,F,21,20,2,0,1,1,0.1,1999
Joey DiGiamarino,COL,M,26,21,2,1,0,2,0.09,1999
Mike Sorber,MET,M,24,24,2,0,1,1,0.09,1999
Giovanni Savarese,NE,F,27,25,2,0,0,2,0.09,1999
C.J. Brown,CHI,D,26,26,2,0,0,2,0.08,1999
Stern John,CLB,F,28,26,2,2,2,0,0.08,1999
Jesse Marsch,CHI,M,29,27,2,2,1,1,0.08,1999
Matt McKeon,COL,D,28,27,2,1,1,1,0.07,1999
Marcelo Balboa,COL,D,27,27,2,1,2,0,0.07,1999
Mauricio Wright,SJ,D,27,27,2,0,1,1,0.07,1999
Jeff Agoos,DC,D,30,29,2,0,0,2,0.07,1999
Ramiro Corrales,MET,M,31,31,2,0,1,1,0.07,1999
Brandon Pollard,DAL,D,31,31,2,1,2,0,0.06,1999
Peter Vermes,COL,D,32,32,2,1,1,1,0.06,1999
Cesar Alvarado,TB,M,1,0,1,0,1,0,22.5,1999
Harut Karapetyan,TB,F,2,0,1,0,0,1,2.81,1999
Adam Frye,SJ,D,3,0,1,1,1,0,0.77,1999
Marvin Quijano,LA,F,7,1,1,0,1,0,0.54,1999
Clint Peay,DC,D,5,2,1,1,0,1,0.37,1999
Rob Smith,CLB,M,8,3,1,0,1,0,0.27,1999
Chris Albright,DC,D,8,4,1,0,0,1,0.26,1999
Andrew Lewis,CHI,M,9,3,1,0,1,0,0.25,1999
Paul Keegan,NE,F,10,4,1,0,1,0,0.25,1999
Eric Quill,TB,F,15,3,1,0,1,0,0.21,1999
Marquis White,COL,F,22,2,1,0,1,0,0.2,1999
Guillermo Jara,COL,M,12,4,1,0,1,0,0.2,1999
Frank Klopas,CHI,F,13,7,1,0,1,0,0.19,1999
Eric Wynalda,MIA,F,6,6,1,0,1,0,0.18,1999
Bobby Rhine,DAL,M,16,4,1,0,1,0,0.18,1999
Jamar Beasley,NE,M,18,3,1,1,1,0,0.18,1999
Chris Houser,TB,D,9,5,1,0,0,1,0.17,1999
John DeBrito,CLB,D,8,8,1,1,1,0,0.14,1999
Jefferson Gottardi,TB,F,11,11,1,0,1,0,0.12,1999
Billy Thompson,CLB,M,16,9,1,0,0,1,0.11,1999
Zak Ibsen,LA,M,23,9,1,0,0,1,0.11,1999
Jeff Bilyk,MIA,M,11,10,1,0,0,1,0.1,1999
Ariel Graziani,DAL,F,11,11,1,0,1,0,0.1,1999
Brandon Prideaux,KC,D,15,8,1,0,0,1,0.1,1999
Temoc Suarez,DAL,M,17,11,1,1,1,0,0.1,1999
Jake Dancy,KC,M,14,10,1,0,0,1,0.09,1999
Steve Trittschuh,COL,D,12,10,1,0,1,0,0.09,1999
Joey Martinez,SJ,D,15,13,1,0,0,1,0.09,1999
Carlos Parra,MIA,M,21,11,1,0,1,0,0.08,1999
Jimmy Conrad,SJ,D,17,12,1,0,0,1,0.08,1999
